code_or_id,type,name,lat,lon,lines
D09,Minnesota Ave,38.898284,-76.948042,OR
D10,Deanwood,38.907734,-76.936177,OR
D11,Cheverly,38.91652,-76.915427,OR
D12,Landover,38.934411,-76.890988,OR
D13,New Carrollton,38.947674,-76.872144,OR
E01,Mt Vernon Sq 7th St-Convention Center,38.905604,-77.022256,GR:YL
E02,Shaw-Howard U,38.912919,-77.022194,GR:YL
E03,U Street/African-Amer Civil War Memorial/Cardozo,38.916489,-77.028938,GR:YL
E04,Columbia Heights,38.928672,-77.032775,GR:YL
E05,Georgia Ave-Petworth,38.936077,-77.024728,GR:YL
E06,Fort Totten,38.951777,-77.002174,GR:YL
E07,West Hyattsville,38.954931,-76.969881,GR
E08,Prince George's Plaza,38.965276,-76.956182,GR
E09,College Park-U of MD,38.978523,-76.928432,GR
E10,Greenbelt,39.011036,-76.911362,GR
F01,Gallery Pl-Chinatown,38.89834,-77.021851,GR:YL
F02,Archives-Navy Memorial-Penn Quarter,38.893893,-77.021902,GR:YL
F03,L'Enfant Plaza,38.884775,-77.021964,GR:YL
F04,Waterfront,38.876221,-77.017491,GR
F05,Navy Yard-Ballpark,38.876588,-77.005086,GR
F06,Anacostia,38.862072,-76.995648,GR
F07,Congress Heights,38.845334,-76.98817,GR
F08,Southern Avenue,38.840974,-76.97536,GR
F09,Naylor Road,38.851187,-76.956565,GR
F10,Suitland,38.843891,-76.932022,GR
F11,Branch Ave,38.826995,-76.912134,GR
G01,Benning Road,38.890488,-76.938291,BL:SV
G02,Capitol Heights,38.889757,-76.913382,BL:SV
G03,Addison Road-Seat Pleasant,38.886713,-76.893592,BL:SV
G04,Morgan Boulevard,38.8913,-76.8682,BL:SV
G05,Largo Town Center,38.9008,-76.8449,BL:SV
J02,Van Dorn Street,38.799193,-77.129407,BL
J03,Franconia-Springfield,38.766129,-77.168797,BL
K01,Court House,38.891499,-77.08391,OR:SV
K02,Clarendon,38.886373,-77.096963,OR:SV
K03,Virginia Square-GMU,38.88331,-77.104267,OR:SV
K04,Ballston-MU,38.882071,-77.111845,OR:SV
K05,East Falls Church,38.885841,-77.157177,OR:SV
K06,West Falls Church-VT/UVA,38.90067,-77.189394,OR
K07,Dunn Loring-Merrifield,38.883015,-77.228939,OR
K08,Vienna/Fairfax-GMU,38.877693,-77.271562,OR
N01,McLean,38.924478,-77.210167,SV
N02,Tysons Corner,38.920056,-77.223314,SV
N03,Greensboro,38.919749,-77.235192,SV
N04,Spring Hill,38.92902,-77.24178,SV
N06,Wiehle-Reston East,38.947753,-77.340179,SV
2005506,MONTGOMERY MALL TRANSIT CTR + BUS BAY F,39.025719,-77.142471,J2:J3
4000063,YOAKUM PKWY + EDSALL RD,38.808647,-77.138992,21A
4000089,YOAKUM PKWY + CASCADE AT LANDMARK APTS(SB),38.810841,-77.139281,21A
4000137,YOAKUM PKWY + STEVENSON AVE,38.812744,-77.139708,21A
4000141,STEVENSON AVE + S WHITING ST,38.812911,-77.137496,21A:21D
4000531,S WHITING ST + CLAYTON LN,38.809764,-77.135986,21D
4000734,S WHITING ST + EDSALL RD,38.808193,-77.13504,21D
4000736,S WHITING ST + #225,38.811675,-77.137046,21D
4001068,MAIN LINE BLVD + E MONROE AVE,38.821128,-77.049651,10E:10Ec
4001069,E MONROE AVE + MAIN LINE BLVD ,38.820965,-77.050017,10E:10Ev1
4001070,E MONROE AVE + YMCA,38.820965,-77.054374,10E:10Ec
4001071,E MONROE AVE + CVS,38.82083,-77.054862,10E:10Ev1
3004323,TAKOMA LANGLEY CROSSROADS TRANSIT CENTER + BUS BAY D,38.99007,-76.988181,C2:C2c:C4:J4
4000111,STEVENSON AVE + S VAN DORN ST,38.811656,-77.132644,21A
4000128,STEVENSON AVE + VAN DORN PLAZA(NB),38.812328,-77.133071,21A
3000657,HIL MAR DR + #6405,38.84312,-76.89685,K12:K12v1:K13
4000598,BRADDOCK RD STA + BUS BAY D,38.813552,-77.053841,10A:10B
1003839,4TH ST NW + T ST NW,38.915764,-77.017341,G2
1003840,4TH ST NW + U ST NW,38.916961,-77.017562,G2
1003870,MINNESOTA AVE NE + BLAINE ST NE,38.891883,-76.951629,A31:U5:U5v2:U6:U6v2:V2:V4
5001151,ARLINGTON BLVD + WILLIAMS DR,38.865425,-77.234534,1A:1C:1Cv1:1Cv2:1Cv3
5003450,FRANCONIA-SPRGFLD STA. + BUS BAY C,38.76675,-77.169562,18R:18S:18Sc:S80
6001356,RT 7 W BROAD ST + LITTLE FALLS ST,38.883716,-77.1735,28A
2005450,ROCKLEDGE DR + FERNWOOD RD,39.026794,-77.138999,J3
1003655,GEORGIA AVE + PETWORTH STA STOP C,38.936782,-77.024467,60:62:62vS1:63
5004406,COMMERCIAL DR + INDUSTRIAL RD,38.799976,-77.182631,18J
2000513,LOCKWOOD DR + NEW HAMPSHIRE AVE,39.040239,-76.989278,Z6:Z6c:Z8:Z8c:Z8v1:Z8v2:Z8v3:Z8v9
2000514,VEIRS MILL RD + UNIVERSITY BLVD,39.040357,-77.055809,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000515,LOCKWOOD DR + NEW HAMPSHIRE AVE,39.040394,-76.989368,K6:Z6:Z6v1:Z8:Z8v1:Z8v2:Z8v3:Z8v4:Z8v9
2000516,VEIRS MILL RD + UNIVERSITY BLVD,39.04037,-77.056417,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000517,AMHERST AVE + UNIVERSITY BLVD,39.040781,-77.048537,C2:C2v2:C2v3:C4:C4c:C4cv1:C4v3
2000518,UNIVERSITY BLVD W + WESTCHESTER DR,39.040475,-77.044773,C2:C4
2000519,AMHERST AVE + UNIVERSITY BLVD,39.040619,-77.048334,C2:C4
2000520,UNIVERSITY BLVD + WESTCHESTER DR,39.04056,-77.044117,C2:C2v2:C2v3:C4:C4c:C4cv1:C4v3
2000521,NEW HAMPSHIRE AVE + LOCKWOOD DR,39.040657,-76.990809,C8:C8v2:C8v3:K6:Z2v4:Z2v5:Z2vS
2000522,COLUMBIA PIKE + OAK LEAF DR,39.040643,-76.99606,Z11:Z7
2000523,ROCKVILLE PIKE + EDSON LN,39.04052,-77.109888,J5
2000524,GEORGIA AVE + ENNALLS AVE,39.040638,-77.051653,Y2:Y7:Y7c:Y8
2000525,GEORGIA AVE + PRICE AVE,39.040683,-77.051355,Y2:Y7:Y7c:Y8
2000526,COLUMBIA PIKE + OAK LEAF DR,39.040728,-76.996404,Z11:Z11v1:Z7:Z7v1
2000527,FALLS RD + WOODINGTON DR,39.040508,-77.19252,T2
2000528,LOCKWOOD DR + WHITE OAK S/C,39.041006,-76.987881,K6:Z6:Z6v1:Z8:Z8v1:Z8v2:Z8v3:Z8v4:Z8v9
2000529,ROCKVILLE PIKE + EDSON LN,39.041142,-77.109781,J5:J5c
2000530,FALLS RD + WOODINGTON DR,39.040725,-77.192683,T2
2000531,VEIRS MILL RD + GALT AVE,39.041541,-77.058051,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000532,VEIRS MILL RD + COLLEGE VIEW DR,39.041829,-77.059161,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000533,GEORGIA AVE + UNIVERSITY BLVD,39.041857,-77.052036,Y2:Y7:Y7c:Y8
2000534,CONNECTICUT AVE + #11400,39.041894,-77.075877,L8
2000535,CONNECTICUT AVE + #11300,39.042043,-77.07625,L8
2000538,WHITE OAK SHOPPING CENTER + REAR OF SEARS BUILDING,39.042797,-76.987654,K6
2000541,GEORGIA AVE + BLUERIDGE AVE,39.043433,-77.052207,Y2:Y7:Y7c:Y8
2000542,GEORGIA AVE + BLUERIDGE AVE,39.043419,-77.051895,Y2:Y7:Y7c:Y8
2000543,ROCKVILLE PIKE + NICHOLSON LN,39.043664,-77.111052,J5:J5c
2000544,VEIRS MILL RD + NORRIS DR,39.044066,-77.062897,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000545,VEIRS MILL RD + NORRIS DR,39.044027,-77.063303,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000546,FALLS RD + MARSEILLE DR,39.044133,-77.192879,T2
2000547,FALLS RD + MARSEILLE DR,39.044172,-77.192727,T2
2000548,CONNECTICUT AVE + SPRUELL DR,39.044618,-77.076115,L8
2000549,CONNECTICUT AVE + SPRUELL DR,39.044711,-77.076457,L8
2000550,NICHOLSON LN + ROCKVILLE PIKE,39.044744,-77.110618,C8:C8v2:C8v3:J5
2000551,NICHOLSON LA + HUFF CT,39.044778,-77.10868,C8:C8v2:C8v3:J5
2000552,NICHOLSON LN + NICHOLSON CT,39.044871,-77.10642,C8:C8v2:C8v3:J5
2000553,NICHOLSON LA + HUFF CT,39.044966,-77.108856,C8:C8v1:C8v2:C8v3:J5
2000554,VEIRS MILL RD + NEWPORT MILL RD,39.045059,-77.064682,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000555,NICHOLSON LN + NEBEL ST,39.045071,-77.106301,C8:C8v1:C8v2:C8v3:J5
2000556,GEORGIA AVE + DAWSON AVE,39.045358,-77.051955,Y2:Y7:Y7c:Y8
2000557,NICHOLSON LA + NICHOLSON CT,39.045651,-77.104433,C8:C8v2:C8v3:J5
2000558,OLD COLUMBIA PIKE + OAK HILL APARTMENTS,39.045603,-76.987829,K6
2000559,GEORGIA AVE + DAWSON AVE,39.045698,-77.052288,Y2:Y7:Y7c:Y8
2000560,NICHOLSON LA + NEBEL ST,39.04592,-77.104412,C8:C8v1:C8v2:C8v3:J5
2000561,FALLS RD + GLEN RD,39.045875,-77.191462,T2
2000562,STEWART LN + OLD COLUMBIA PIKE,39.046059,-76.986349,Z6:Z6v1:Z8:Z8v1:Z8v2:Z8v3:Z8v4:Z8v9
2000563,STEWART LN + OLD COLUMBIA PIKE,39.046182,-76.986224,Z6:Z6c:Z8:Z8c:Z8v1:Z8v2:Z8v3:Z8v9
2000564,FALLS RD + GLEN RD,39.046667,-77.191123,T2
2000568,CONNECTICUT AVE + ADAMS DR,39.046928,-77.076047,L8
2000569,GEORGIA AVE + ARCOLA AVE,39.047302,-77.052199,Y2:Y7:Y7c:Y8
2000570,FALLS RD + WINTERSET DR,39.047507,-77.190291,T2
2000571,FALLS RD + WINTERSET DR,39.047645,-77.190439,T2
2000572,CONNECTICUT AVE + ADAMS DR,39.047739,-77.075525,L8
2000573,NEW HAMPSHIRE AVE + QUAINT ACRES DR,39.047908,-76.993065,C8:C8v1:C8v2:C8v3:Z2v2:Z2v4:Z2vS
2000574,NEW HAMPSHIRE AVE + TRACY DR,39.048141,-76.992801,C8:C8v2:C8v3:Z2v4:Z2v5:Z2vS
2000575,VEIRS MILL RD + CLARIDGE RD,39.048475,-77.068987,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000578,PARKLAWN DR + BOILING BROOK PKWY,39.04932,-77.102394,C8:C8v2:C8v3:J5
2000579,PARKLAWN DR + BOILING BROOK PKWY,39.049273,-77.102546,C8:C8v1:C8v2:C8v3:J5
2000580,VEIRS MILL RD + GAIL ST,39.049458,-77.07095,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000581,GEORGIA AVE + PARKER AVE,39.049594,-77.052012,Y2:Y7:Y7c:Y8
2000582,CHERRY HILL RD + GRACEFIELD RD,39.050127,-76.952669,R2
2000583,VEIRS MILL RD + CENTERHILL ST,39.050164,-77.072559,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000584,NEW HAMPSHIRE AVE + NORA DR,39.050502,-76.993108,C8:C8v2:C8v3:Z2v4:Z2v5:Z2vS
2000585,FALLS RD + TUCKERMAN LA,39.050674,-77.18778,T2
2000586,FALLS RD + FALLS CHAPEL WAY,39.050103,-77.188383,T2
2000587,NEW HAMPSHIRE AVE + NORA DR,39.050702,-76.993488,C8:C8v1:C8v2:C8v3:Z2v2:Z2v4:Z2vS
2000588,GEORGIA AVE + HENDERSON AVE,39.050835,-77.051719,Y2:Y7:Y7c:Y8
2000589,PARKLAWN DR + PARKLAWN TERR,39.050826,-77.105581,C8:C8v1:C8v2:C8v3:J5
2000590,PARKLAWN DR + PARKLAWN TERR,39.051049,-77.105652,C8:C8v2:C8v3:J5
2000591,GEORGIA AVE + HENDERSON AVE,39.051082,-77.051323,Y2:Y7:Y7c:Y8
2000592,CONNECTICUT AVE + VEIRS MILL RD,39.051188,-77.074686,L8
2000593,CONNECTICUT AVE + VEIRS MILL RD,39.051278,-77.075097,L8
2000594,VEIRS MILL RD + CONNECTICUT AVE,39.051634,-77.075081,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000595,NEW HAMPSHIRE AVE + TANLEY RD,39.051957,-76.993532,C8:C8v2:C8v3:Z2v4:Z2v5:Z2vS
2000596,VEIRS MILL RD + CONNECTICUT AVE,39.052245,-77.075475,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000597,NEW HAMPSHIRE AVE + TANLEY RD,39.052126,-76.993942,C8:C8v1:C8v2:C8v3:Z2v2:Z2v4:Z2vS
2000598,PLUM ORCHARD DR + CHERRY HILL RD,39.052442,-76.953503,R2
2000599,PARKLAWN DR + RANDOLPH RD,39.052788,-77.106812,J5
2000600,GEORGIA AVE + WEISMAN RD,39.052799,-77.051174,Y2:Y7:Y7c:Y8
2000601,VEIRS MILL RD + FERRARA AVE,39.053038,-77.077213,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000602,VEIRS MILL RD + FERRARA AVE,39.05328,-77.07715,C2v2:C4:C4c:C4v3:Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000603,PARKLAWN DR + RANDOLPH RD,39.053277,-77.106714,J5
2000604,RANDOLPH RD + DEWEY RD,39.053292,-77.08985,C4:C4c:C8:C8v2:C8v3
2000605,CONNECTICUT AVE + BRIGHTVIEW ST,39.05346,-77.074231,L8
2000607,GEORGIA AVE + SHOREFIELD RD,39.053406,-77.050658,Y2:Y7:Y7c:Y8
2000608,RANDOLPH RD + PUTNAM RD,39.053494,-77.103448,C4:C4c:C8:C8v2:C8v3
2000609,RANDOLPH RD + DEWEY RD,39.053564,-77.089804,C2v2:C4:C4c:C4v3:C8:C8v1:C8v2:C8v3
2000610,RANDOLPH RD + LAUDERDALE DR,39.053677,-77.103983,C2v2:C4:C4c:C4v3:C8:C8v1:C8v2:C8v3
2000611,TECH RD + INDUSTRIAL PKY,39.053733,-76.968188,Z6:Z6v1
2000612,RANDOLPH RD + HUNTERS LA,39.053694,-77.099463,C4:C4c:C8:C8v2:C8v3
2000615,TECH RD + INDUSTRIAL PKY,39.053806,-76.967865,Z6:Z6c
2000616,RANDOLPH RD + ROCKINGHORSE RD,39.053826,-77.094472,C4:C4c:C8:C8v2:C8v3
2000617,RANDOLPH RD + CHARLES RD,39.054357,-77.086295,C4:C4c:C8:C8v2:C8v3
2000619,VEIRS MILL RD + BUSHEY DR,39.054465,-77.079739,C4:C4c:Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000620,CONNECTICUT AVE + CAREY ST,39.054592,-77.073989,L8
2000622,NEW HAMPSHIRE AVE + JACKSON RD,39.054799,-76.99535,C8:C8v1:C8v2:C8v3:Z2v2:Z2v4:Z2vS
2000623,RANDOLPH RD + CHARLES RD,39.054726,-77.086106,C2v2:C4:C4c:C4v3:C8:C8v1:C8v2:C8v3
2000624,PLUM ORCHARD DR + BROADBIRCH DR,39.054921,-76.957673,R2:R2v1
2000625,CONNECTICUT AVE + CAREY ST,39.054592,-77.074303,L8
2000626,RANDOLPH RD + BENNION RD,39.055047,-77.084021,C4:C4c:C8:C8v2:C8v3
2004145,E WAYNE AVE + MANCHESTER RD,38.999783,-77.009393,J4
2000627,INDUSTRIAL PKWY + OLD COLUMBIA PK,39.055312,-76.970337,Z6:Z6v1
2000628,INDUSTRIAL PKWY + OLD COLUMBIA PK,39.055233,-76.970523,Z6:Z6c
2000629,GEORGIA AVE + MASON ST,39.055461,-77.050179,Y2:Y7:Y7c:Y8
2000630,TECH RD + BROADBIRCH DR,39.055477,-76.966559,Z6:Z6v1
2000631,BROADBIRCH DR + PLUM ORCHARD DR,39.055526,-76.957626,Z6:Z6c
2000632,RANDOLPH RD + SELFRIDGE RD,39.055593,-77.083697,C2v2:C4:C4c:C4v3:C8:C8v1:C8v2:C8v3
2000633,BROADBIRCH DR + PLUM ORCHARD DR,39.055636,-76.95701,Z6:Z6v1
2000634,BROADBIRCH DR + BOURNEFIELD WAY,39.055675,-76.962183,Z6:Z6c
2000635,GEORGIA AVE + GEORGIAN WOODS PL,39.055714,-77.049835,Y2:Y7:Y7c:Y8
2000636,TECH RD + BROADBIRCH DR,39.055734,-76.966347,Z6:Z6c
2000637,BROADBIRCH DR + BOURNEFIELD WAY,39.055852,-76.962185,Z6:Z6v1
2000638,PARKLAWN DR + BRAXFIELD CT,39.056013,-77.107369,C4:C4v3:J5
2000639,BROADBIRCH DR + CHERRY HILL RD,39.055981,-76.955077,R2:R2v1:Z6:Z6v1
2000640,PARKLAWN DR + BRAXFIELD CT,39.055903,-77.107557,C4:C4c:J5
2000642,VEIRS MILL RD + RANDOLPH RD,39.056265,-77.083068,Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000643,RANDOLPH RD + VEIRS MILL RD,39.056372,-77.081948,C8:C8v2:C8v3
2000644,VEIRS MILL RD + RANDOLPH RD,39.056486,-77.082847,Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000645,CALVERTON BLVD + HUNTERS GATE CT,39.056441,-76.952538,Z6:Z6c
2000646,CALVERTON BLVD + SANDY POINT CT,39.056525,-76.952851,R2:R2v1:Z6:Z6v1
2000647,PARKLAWN DR + WILKINS AVE,39.056542,-77.108965,C4:C4c:J5
2000648,PARKLAWN DR + WILKINS AVE,39.056744,-77.109046,C4:C4v3:J5
2000649,RANDOLPH RD + VEIRS MILL RD,39.056688,-77.08202,C8:C8v1:C8v2:C8v3
2000650,OLD COLUMBIA PIKE + INDUSTRIAL PKY,39.056792,-76.971186,Z7:Z7v1:Z8:Z8v1:Z8v2:Z8v3:Z8v9
2000651,CONNECTICUT AVE + RANDOLPH RD,39.056933,-77.073454,L8
2000652,CALVERTON BLVD + SHANANDALE DR,39.056838,-76.948339,Z6:Z6c
2000654,CALVERTON BLVD + SHANANDALE DR,39.056981,-76.948276,R2:R2v1:Z6:Z6v1
2000656,CALVERTON BLVD + GRACEFIELD RD,39.057053,-76.951098,R2:R2v1:Z6:Z6v1
2000657,CALVERTON BLVD + GRACEFIELD RD,39.056953,-76.950843,Z6:Z6c
2000658,FALLS RD + ATWELL RD,39.057186,-77.178568,T2
2000659,RANDOLPH RD + CONNECTICUT AVE,39.057124,-77.074031,C8:C8v2:C8v3
2000660,VEIRS MILL RD + GRIDLEY RD,39.057175,-77.084636,Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000661,RANDOLPH RD + COLIE DR,39.057301,-77.08007,C8:C8v2:C8v3
2000662,RANDOLPH RD + BUSHEY DR,39.057377,-77.078177,C8:C8v2:C8v3
2000663,CONNECTICUT AVE + RANDOLPH RD,39.057434,-77.073649,L8
2000664,GEORGIA AVE + RANDOLPH RD,39.057693,-77.04983,Y2:Y7:Y7c:Y8
2000665,RANDOLPH RD + BUSHEY DR,39.057623,-77.078208,C8:C8v1:C8v2:C8v3
2000666,RANDOLPH RD + COLIE DR,39.057614,-77.079819,C8:C8v1:C8v2:C8v3
2000669,RANDOLPH RD + GOODHILL RD,39.05798,-77.071442,C8:C8v2:C8v3
2000670,OLD COLUMBIA PIKE + TREETOP DR,39.058056,-76.970102,Z7:Z7v1:Z8:Z8v1:Z8v2:Z8v3:Z8v9
2000671,RANDOLPH RD + GEORGIA AVE,39.058182,-77.049103,C8:C8v1:C8v2:C8v3
2000672,CONNECTICUT AVE + EVERTON ST,39.058385,-77.073177,L8
2000673,GEORGIA AVE + SHERATON ST,39.059657,-77.050735,C8:C8v1:C8v2:C8v3:Y2:Y7:Y7c:Y8
2000674,VEIRS MILL RD + HAVARD ST,39.058219,-77.086391,Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000675,NEW HAMPSHIRE AVE + VALLEY BROOK DR,39.058787,-76.997489,C8:C8v2:C8v3:Z2v4:Z2v5:Z2vS
2000676,RANDOLPH RD + LIVINGSTON ST,39.058281,-77.055707,C8:C8v2:C8v3
2000677,RANDOLPH RD + LIVINGSTON ST,39.058435,-77.055204,C8:C8v1:C8v2:C8v3
2000678,RANDOLPH RD + GOODHILL RD,39.058604,-77.07095,C8:C8v1:C8v2:C8v3
2000679,TECH RD + COLUMBIA PIKE,39.058607,-76.968898,Z7:Z8:Z8v1:Z8v2:Z8v3:Z8v9
2000680,CONNECTICUT AVE + EVERTON ST,39.05858,-77.073452,L8
2000681,NEW HAMPSHIRE AVE + VALLEY BROOK DR,39.058768,-76.997855,C8:C8v1:C8v2:C8v3:Z2v2:Z2v4:Z2vS
2000682,FALLS RD + CHILHAM PL,39.058939,-77.177929,T2
2000683,RANDOLPH RD + DALEWOOD DR,39.058956,-77.069407,C8:C8v2:C8v3
2000684,RANDOLPH RD + BLUHILL RD,39.058993,-77.065308,C8:C8v2:C8v3
2000685,FALLS RD + CHILHAM PL,39.058636,-77.177767,T2
2000686,OLD COLUMBIA PIKE + TREETOP LN,39.059075,-76.969391,Z7:Z7v1:Z8:Z8v1:Z8v2:Z8v3:Z8v9
2000687,RANDOLPH RD + GLENMONT CIR,39.059099,-77.047415,C8:C8v1:C8v2:C8v3
2000688,RANDOLPH RD + BLUHILL RD,39.059179,-77.065467,C8:C8v1:C8v2:C8v3
2000689,RANDOLPH RD + DALEWOOD DR,39.059212,-77.068681,C8:C8v1:C8v2:C8v3
2000690,RANDOLPH RD + TERRAPIN RD,39.059173,-77.058888,C8:C8v2:C8v3
2000691,RANDOLPH RD + TERRAPIN RD,39.059252,-77.058316,C8:C8v1:C8v2:C8v3
2000692,RANDOLPH RD + LINDELL ST,39.059179,-77.062267,C8:C8v2:C8v3
2000693,RANDOLPH RD + GLENMONT CIR,39.05937,-77.047582,C8:C8v2:C8v3
2000694,GEORGIA AVE + SHERATON ST,39.059646,-77.050343,C8:C8v2:C8v3:Y2:Y7:Y7c:Y8
2000696,GEORGIA AVE + JUDSON RD,39.060198,-77.05134,C8:C8v1:C8v2:C8v3:Y2:Y7:Y7c:Y8
2000698,RANDOLPH RD + GLENALLAN AVE,39.060442,-77.045486,C8:C8v2:C8v3
2000699,PARKLAWN DR + WILKINS AVE,39.060428,-77.111694,C4:C4c:J5
2000700,PARKLAWN DR + WILKINS AVE,39.060631,-77.111507,C4:C4v3:J5
2000701,RANDOLPH RD + GLENALLAN AVE,39.060592,-77.044505,C8:C8v1:C8v2:C8v3
2000702,CONNECTICUT AVE + GREENLY ST,39.060887,-77.073357,L8
2000703,CONNECTICUT AVE + GREENLY ST,39.060865,-77.073046,L8
2000704,FALLS RD + COLD SPRING RD,39.060769,-77.177363,T2
2000705,NEW HAMPSHIRE AVE + BLICK DR,39.060988,-76.998408,C8:C8v1:C8v2:C8v3:Z2v2:Z2v4:Z2vS
2000707,PARKLAWN DR + PARKLAWN BLDG,39.061445,-77.112998,C4:C4c:J5
2000708,PARKLAWN DR + WASHINGTON AVE,39.061449,-77.115362,C4:C4c:J5
2000709,PARKLAWN DR + WICOMICO AVE,39.061487,-77.117761,C4:C4c:J5
2000710,PARKLAWN DR + TWINBROOK PKWY,39.061655,-77.117131,C4:C4v3:J5
2000711,PARKLAWN DR + WASHINGTON AVE,39.061675,-77.115325,C4:C4v3:J5
2000712,VEIRS MILL RD + GAYNOR RD,39.061585,-77.092364,Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
2000713,PARKLAWN DR + PARKLAWN BLDG,39.061723,-77.11363,C4:C4v3:J5
2000714,VEIRS MILL RD + PARKLAND DR,39.061819,-77.092181,Q1:Q2:Q2cv1:Q4:Q4v1:Q5:Q6
2000715,OLD COLUMBIA PIKE + E RANDOLPH RD,39.062151,-76.966579,Z7:Z8:Z8v1:Z8v2:Z8v3:Z8v9
2000716,RANDOLPH RD + HEURICH RD,39.062206,-77.041971,C8:C8v1:C8v2:C8v3
2000717,RANDOLPH RD + ENGLISH ORCHARD CT,39.062437,-77.042368,C8:C8v2:C8v3
2000718,OLD COLUMBIA PIKE + E RANDOLPH RD,39.062364,-76.966662,Z7:Z7v1:Z8:Z8v1:Z8v2:Z8v3:Z8v9
2000719,FALLS RD + DUNSTER RD,39.062483,-77.176603,T2
2000720,FALLS RD + FALLS CHAPEL WAY,39.063121,-77.176451,T2
2000721,VEIRS MILL RD + ROBINDALE DR,39.06317,-77.095111,Q1:Q2:Q2v2:Q4:Q5:Q6:Q6v1
