nlihc_id,subsidy_id,units_assist,poa_start,poa_end,contract_number,rent_to_fmr_description,subsidy_active,subsidy_info_source_id,subsidy_info_source,subsidy_info_source_date,update_dtm,program,compl_end,poa_end_prev,agency,poa_start_orig,portfolio,subsidy_info_source_property,poa_end_actual
NL000045,5,126,2013-11-01,2053-11-01,,,Yes,35518,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,2053-11-01,,,,HUD-insured mortgage,5228,N
NL000046,1,535,1977-08-01,2017-08-01,,,Yes,44142,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 236(j)(1)/Lower Income Families,2017-08-01,,US Dept of Housing and Urban Development,1977-09-01,HUD-insured mortgage,10624,N
NL000046,2,40,2016-10-01,2017-09-30,DC39L000069,Below 80% FMR,Yes,800003675/DC39L000069,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2017-09-30,9/30/2016,US Dept of Housing and Urban Development,2010-10-01,Project-based section 8,800003675,N
NL000046,3,333,2016-11-01,2017-10-31,DC39M000051,Below 80% FMR,Yes,800003675/DC39M000051,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 loan management set-aside,2017-10-31,10/31/2016,US Dept of Housing and Urban Development,2010-10-01,Project-based section 8,800003675,N
NL000047,1,170,2008-09-01,2030-08-31,DC398023001,Between 131% & 140% FMR,Yes,800003683/DC398023001,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2030-08-31,,US Dept of Housing and Urban Development,2008-09-01,Project-based section 8,800003683,N
NL000047,2,171,2012-07-01,2051-11-01,,,Yes,35475,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 221(d)(4) Mkt. Rate Mod Inc/Disp Fams,2051-11-01,,US Dept of Housing and Urban Development,2011-07-01,HUD-insured mortgage,22676,N
NL000048,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000048,2,40,2016-05-01,2017-04-30,DC39Q881003,Below 80% FMR,Yes,800003684/DC39Q881003,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 811 project rental assistance contract,2017-04-30,4/30/2016,US Dept of Housing and Urban Development,1994-05-01,Project rental assistance contract,800003684,N
NL000050,1,86,,,,,Yes,,DC/HFAPIPELINE,1/2/2008,04SEP15:08:54:57,Community development block grant,,,DC,,CDBG,,N
NL000050,2,,,,,,Yes,,DCHA Document,4/12/2016,10OCT16:14:09:26,HOPE VI,,,DC,,HOPE VI,,N
NL000050,3,61,,,,,Yes,,DCHA Email,11/6/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000050,4,86,,,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000050,5,86,2006-01-01,2036-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2021-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2006-01-01,LIHTC,,N
NL000052,1,204,2006-08-01,2036-08-01,,,No,11185,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2036-08-01,,US Dept of Housing and Urban Development,2006-09-01,HUD-insured mortgage,1831,12/22/2011
NL000052,2,204,2012-03-01,2032-02-29,DC398023017,Between 101% & 120% FMR,Yes,800003685/DC398023017,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 new construction,2032-02-29,,US Dept of Housing and Urban Development,2009-03-01,Project-based section 8,800003685,N
NL000054,1,422,2002-08-01,2017-08-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2017-08-01,,DC,2002-08-01,Tax exempt bond,,N
NL000054,2,422,2003-08-01,2033-08-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2018-08-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2003-08-01,LIHTC,,N
NL000054,3,648,2009-11-01,2044-11-01,,,No,11197,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2044-11-01,,US Dept of Housing and Urban Development,2009-12-01,HUD-insured mortgage,18623,3/31/2014
NL000055,1,93,1975-04-01,2015-04-01,,,No,44143,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 236(j)(1)/Lower Income Families,2015-04-01,,US Dept of Housing and Urban Development,1975-05-01,HUD-insured mortgage,10420,10/27/2000
NL000056,1,,,,,,No,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,U
NL000056,2,299,1976-10-01,2016-09-01,,,No,,HUD - Active Section 236 Projects,4/12/2006,04SEP15:08:54:57,Sec 236(j)(1)/Lower Income Families,2016-09-01,,US Dept of Housing and Urban Development,1976-10-01,HUD-insured mortgage,,U
NL000057,1,40,1987-07-08,2017-07-07,DC39H001001,Between 80% & 100% FMR,Yes,800003689/DC39H001001,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 housing finance agency new construction,2017-07-07,,US Dept of Housing and Urban Development,1987-07-08,Project-based section 8,800003689,N
NL000058,1,60,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000060,1,95,2005-01-01,2025-12-31,DC390007010,Below 80% FMR,Yes,800003690/DC390007010,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 substantial rehabilitation,2025-12-31,,US Dept of Housing and Urban Development,2005-01-01,Project-based section 8,800003690,N
NL000060,2,95,2005-01-01,2035-01-01,,,Yes,35436,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,2035-01-01,,US Dept of Housing and Urban Development,2005-02-01,HUD-insured mortgage,3228,N
NL000061,1,312,2001-01-01,2016-01-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2016-01-01,,DC,2001-01-01,Tax exempt bond,,N
NL000061,2,312,2001-01-01,2041-01-01,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,DC housing production trust fund,2041-01-01,,DC,2001-01-01,DC housing production trust fund,,N
NL000061,3,312,2003-01-01,2033-01-01,,,Yes,,HUD/LIHTC,4/30/2009,04SEP15:08:54:57,Low income housing tax credit,2018-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2003-01-01,LIHTC,,N
NL000061,4,312,2003-12-01,2033-08-01,,,No,97082,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(b) QPE Risk Sharing-Existing,2033-08-01,,US Dept of Housing and Urban Development,2004-01-01,HUD-insured mortgage,4231,12/16/2015
NL000064,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000064,2,37,1997-04-01,2017-03-31,DC39S931002,Unknown,Yes,800000023/DC39S931002,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 202 project rental assistance contract,2017-03-31,,US Dept of Housing and Urban Development,1997-04-01,Project rental assistance contract,800000023,N
NL000065,1,230,,,,,Yes,,DC/HSNGDAT,5/1/2008,04SEP15:08:54:57,Tax exempt bond,,,DC,,Tax exempt bond,,N
NL000065,2,230,2004-03-01,2024-11-01,,,No,35427,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 223(a)(7)/221(d)(4) MKT Refi/Moderate Income,2024-11-01,,US Dept of Housing and Urban Development,2004-04-01,HUD-insured mortgage,4229,4/24/2009
NL000065,3,230,2014-08-01,2034-07-31,DC39A001003,Between 121% & 130% FMR,Yes,800003691/DC39A001003,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 8 substantial rehabilitation,2034-07-31,,US Dept of Housing and Urban Development,2005-08-01,Project-based section 8,800003691,N
NL000065,4,233,2007-01-01,2037-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2022-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2007-01-01,LIHTC,,N
NL000065,5,230,2007-07-27,2027-07-27,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,2027-07-27,,DC,2007-07-27,CDBG,,N
NL000066,1,15,,,,,Yes,,DCHA Document,2/1/2011,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000066,2,15,2003-11-30,2018-11-30,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Tax exempt bond,2018-11-30,,DC,2003-11-30,Tax exempt bond,,N
NL000066,3,15,2003-11-30,2023-11-30,,,Yes,,DC/AFFPIPELINE,,04SEP15:08:54:57,Community development block grant,2023-11-30,,DC,2003-11-30,CDBG,,N
NL000066,4,15,2004-01-01,2034-01-01,,,Yes,,HUD/LIHTC,9/22/2011,04SEP15:08:54:57,Low income housing tax credit,2019-01-01,,DC Dept of Housing and Community Development; DC Housing Finance Agency,2004-01-01,LIHTC,,N
NL000066,5,15,2004-06-01,2039-05-01,,,Yes,98027,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 542(c) HFA Risk Sharing-Recent Comp,2039-05-01,,US Dept of Housing and Urban Development,2004-07-01,HUD-insured mortgage,6431,N
NL000068,1,300,2011-08-01,2046-08-01,,,Yes,11211,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 223(a)(7)/207/223(f) Refinanced Insurance,2046-08-01,,US Dept of Housing and Urban Development,2011-09-01,HUD-insured mortgage,7230,N
NL000068,2,300,2001-01-01,2036-01-01,,,No,11175,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2036-01-01,,,,HUD-insured mortgage,7230,7/26/2011
NL000069,1,6,1982-08-01,2022-07-01,,,Yes,,HUD - Active 202/811 Loans,10/8/2010,04SEP15:08:54:57,Sec 202/8 direct loan/elderly-handicapped,2022-07-01,,US Dept of Housing and Urban Development,1982-08-01,Section 202/811,,N
NL000069,2,6,2016-04-21,2021-04-20,DC39T802001,Below 80% FMR,Yes,800003762/DC39T802001,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 202 new construction,2021-04-20,4/20/2016,US Dept of Housing and Urban Development,2003-04-21,Section 202/811,800003762,N
NL000070,1,20,2015-02-02,2020-02-01,DC39T781003,Between 141% & 160% FMR,Yes,800003807/DC39T781003,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 202 substantial rehabilitation,2020-02-01,,US Dept of Housing and Urban Development,1984-11-02,Section 202/811,800003807,N
NL000070,2,20,1987-02-01,2027-01-01,,,Yes,,HUD - Active 202/811 Loans,10/1/2009,04SEP15:08:54:57,Sec 202/8 direct loan/elderly-handicapped,2027-01-01,,US Dept of Housing and Urban Development,1987-02-01,Section 202/811,,N
NL000070,3,20,2006-07-01,2041-07-01,,,Yes,11189,HUD/Insured Multifamily Mortgages,1/31/2017,06MAR17:15:06:20,Sec 207/223(f) Pur/Refin Hsg.,2041-07-01,,US Dept of Housing and Urban Development,2006-08-01,HUD-insured mortgage,1823,N
NL000071,1,343,,,,,Yes,,DCHA Website,4/17/2007,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
NL000074,1,,,,,,Yes,,NLIHC Value-Added,10/1/2008,04SEP15:08:54:57,Sec 202/811 capital advance,,,Other,,Section 202/811,,N
NL000074,2,57,2016-10-01,2017-09-30,DC39S901001,Below 80% FMR,Yes,800003696/DC39S901001,HUD/Multifamily Assistance and Section 8 Contracts,2/27/2017,06MAR17:15:08:39,Sec 202 project rental assistance contract,2017-09-30,9/30/2016,US Dept of Housing and Urban Development,1995-10-01,Project rental assistance contract,800003696,N
NL000075,1,21,,,,,Yes,,DCHA Document,10/1/2008,04SEP15:08:54:57,Public housing,,,DC Housing Authority,,Public housing,,N
